miRNA,lncRNA,mRNA
hsa-miR-421,LINC00086,SOD2
hsa-miR-421,LINC00086,TOP2B
hsa-miR-421,LINC00086,TSR2
hsa-miR-421,LINC00086,UBE2T
hsa-miR-421,LINC00086,ZFP64
hsa-miR-421,LINC00086,FBLN1
hsa-miR-421,LINC00086,SLC45A3
hsa-miR-421,LINC00086,NRD1
hsa-miR-421,LINC00086,IFNAR2
hsa-miR-421,LINC00086,SOX4
hsa-miR-421,LINC00086,RUNX1T1
hsa-miR-421,LINC00086,SON
hsa-miR-421,LINC00086,ID4
hsa-miR-421,LINC00086,JARID2
hsa-miR-421,LINC00086,IGF1
hsa-miR-421,LINC00086,THOC2
hsa-miR-421,LINC00086,SNRPD2
hsa-miR-421,LINC00086,STARD9
hsa-miR-421,LINC00086,RSPRY1
hsa-miR-421,LINC00086,NEGR1
hsa-miR-421,LINC00086,RBM14
hsa-miR-421,LINC00086,AGO3
hsa-miR-421,LINC00086,TNPO1
hsa-miR-421,LINC00086,SGPP1
hsa-miR-421,LINC00086,HNRNPH2
hsa-miR-421,LINC00086,RRAGB
hsa-miR-421,LINC00086,ZNF264
hsa-miR-421,LINC00086,COL4A1
hsa-miR-421,LINC00086,RPLP1
hsa-miR-421,LINC00086,BAHD1
hsa-miR-421,LINC00086,CUX1
hsa-miR-421,LINC00086,SRSF2
hsa-miR-421,LINC00086,YWHAH
hsa-miR-421,LINC00086,DYNLL2
hsa-miR-421,LINC00086,FOXO4
hsa-miR-421,LINC00086,MAP3K4
hsa-miR-421,LINC00086,SMO
hsa-miR-421,LINC00086,NAB1
hsa-miR-421,LINC00086,HAT1
hsa-miR-421,LINC00086,ARPP19
hsa-miR-421,LINC00086,ZNF326
hsa-miR-421,LINC00086,DGKH
hsa-miR-421,LINC00086,KHSRP
hsa-miR-421,LINC00086,MLLT6
hsa-miR-421,LINC00086,SNX6
hsa-miR-421,LINC00086,SMEK2
hsa-miR-421,LINC00086,KIAA1841
hsa-miR-421,LINC00086,ARL5A
hsa-miR-421,LINC00086,CCDC39
hsa-miR-421,LINC00086,CLDN1
hsa-miR-421,LINC00086,ZBTB25
hsa-miR-421,LINC00086,PAPOLA
hsa-miR-421,LINC00086,BACE1
hsa-miR-421,LINC00086,MLLT4
hsa-miR-421,LINC00086,AFF3
hsa-miR-421,LINC00086,TNRC6A
hsa-miR-421,LINC00086,LRP3
hsa-miR-421,LINC00086,ARPC2
hsa-miR-421,LINC00086,TPRG1L
hsa-miR-421,LINC00086,ANKRD17
hsa-miR-421,LINC00086,ANKS1B
hsa-miR-421,LINC00086,NDFIP1
hsa-miR-421,LINC00086,PPP4R2
hsa-miR-421,LINC00086,BRPF3
hsa-miR-421,LINC00086,U2SURP
hsa-miR-421,LINC00086,HSP90AB1
hsa-miR-421,LINC00086,SIRT1
hsa-miR-421,LINC00086,TLK1
hsa-miR-421,LINC00086,PRKAA1
hsa-miR-421,LINC00086,ARHGAP5
hsa-miR-421,LINC00086,DDX17
hsa-miR-421,LINC00086,ARL4C
hsa-miR-421,LINC00086,BTBD3
hsa-miR-421,LINC00086,TCF20
hsa-miR-421,LINC00086,CDH1
hsa-miR-421,LINC00086,SIRT3
hsa-miR-421,LINC00086,WDR82
hsa-miR-421,LINC00086,ASCC2
hsa-miR-421,LINC00086,STARD13
hsa-miR-421,LINC00086,RANGAP1
hsa-miR-421,LINC00086,BCOR
hsa-miR-421,LINC00086,AP4S1
hsa-miR-421,LINC00086,RSRC1
hsa-miR-421,LINC00086,BLOC1S5
hsa-miR-421,LINC00086,RPS14
hsa-miR-421,LINC00086,DPF2
hsa-miR-421,LINC00086,DICER1
hsa-miR-421,LINC00086,EDEM1
hsa-miR-421,LINC00086,GSKIP
hsa-miR-421,LINC00086,NOTCH2
hsa-miR-421,LINC00086,KIAA1958
hsa-miR-421,LINC00086,STRBP
hsa-miR-421,LINC00086,TPD52L2
hsa-miR-421,LINC00086,ARHGAP12
hsa-miR-421,LINC00086,DIDO1
hsa-miR-421,LINC00086,CAPRIN1
hsa-miR-421,LINC00086,SNPH
hsa-miR-421,LINC00086,CASP8
hsa-miR-421,LINC00086,CD109
hsa-miR-421,LINC00086,AGO4
hsa-miR-421,LINC00086,CDCA7
hsa-miR-421,LINC00086,GLRA2
hsa-miR-421,LINC00086,PGK1
hsa-miR-421,LINC00086,FNDC3A
hsa-miR-421,LINC00086,MGRN1
hsa-miR-421,LINC00086,FRS2
hsa-miR-421,LINC00086,CEBPD
hsa-miR-421,LINC00086,TPP1
hsa-miR-421,LINC00086,SLC7A6
hsa-miR-421,LINC00086,MTAP
hsa-miR-421,LINC00086,PRICKLE2
hsa-miR-421,LINC00086,EPHA7
hsa-miR-421,LINC00086,GSPT1
hsa-miR-421,LINC00086,GOSR1
hsa-miR-421,LINC00086,GAS1
hsa-miR-421,LINC00086,HNRNPA1
hsa-miR-421,LINC00086,E2F6
hsa-miR-421,LINC00086,SCD
hsa-miR-421,LINC00086,MDM2
hsa-miR-421,LINC00086,CRYZ
hsa-miR-421,LINC00086,DYNC1LI2
hsa-miR-421,LINC00086,JPH1
hsa-miR-421,LINC00086,VPS37C
hsa-miR-421,LINC00086,MTMR9
hsa-miR-421,LINC00086,NXN
hsa-miR-421,LINC00086,TM9SF1
hsa-miR-421,LINC00086,URI1
hsa-miR-421,LINC00086,FBL
hsa-miR-421,LINC00086,SETD5
hsa-miR-421,LINC00086,HNRNPUL1
hsa-miR-421,LINC00086,DENND3
hsa-miR-421,LINC00086,DGKB
hsa-miR-421,LINC00086,TAP1
hsa-miR-421,LINC00086,ELL
hsa-miR-421,LINC00086,CRTC1
hsa-miR-421,LINC00086,COPE
hsa-miR-421,LINC00086,TUBB2A
hsa-miR-421,LINC00086,VMP1
hsa-miR-421,LINC00086,ELAVL2
hsa-miR-421,LINC00086,REST
hsa-miR-421,LINC00086,MAT2A
hsa-miR-421,LINC00086,ENOSF1
hsa-miR-421,LINC00086,FEM1B
hsa-miR-421,LINC00086,ENTPD1
hsa-miR-421,LINC00086,CPEB2
hsa-miR-421,LINC00086,RAB30
hsa-miR-421,LINC00086,RDX
hsa-miR-421,LINC00086,CTDSPL2
hsa-miR-421,LINC00086,SERPINE1
hsa-miR-421,LINC00086,YDJC
hsa-miR-421,LINC00086,FNBP1L
hsa-miR-421,LINC00086,SYAP1
hsa-miR-421,LINC00086,ARHGAP29
hsa-miR-421,LINC00086,YTHDF1
hsa-miR-421,LINC00086,PREPL
hsa-miR-421,LINC00086,UQCRFS1
hsa-miR-421,LINC00086,TXNRD1
hsa-miR-421,LINC00086,FLRT2
hsa-miR-421,LINC00086,ROCK1
hsa-miR-421,LINC00086,RACGAP1
hsa-miR-421,LINC00086,QSER1
hsa-miR-421,LINC00086,AP1G1
hsa-miR-421,LINC00086,CTNNA1
hsa-miR-421,LINC00086,GMNN
hsa-miR-421,LINC00086,LSM4
hsa-miR-421,LINC00086,RIMS4
hsa-miR-421,LINC00086,SPINT2
hsa-miR-421,LINC00086,ZNF219
hsa-miR-421,LINC00086,GHR
hsa-miR-421,LINC00086,GLIPR1
hsa-miR-421,LINC00086,ETNK1
hsa-miR-421,LINC00086,NUFIP2
hsa-miR-421,LINC00086,SOCS5
hsa-miR-421,LINC00086,GSE1
hsa-miR-421,LINC00086,GTDC1
hsa-miR-421,LINC00086,VPS37B
hsa-miR-421,LINC00086,ATF7IP
hsa-miR-421,LINC00086,HMGB2
hsa-miR-421,LINC00086,STON2
hsa-miR-421,LINC00086,PMP22
hsa-miR-421,LINC00086,JMJD1C
hsa-miR-421,LINC00086,KLF11
hsa-miR-421,LINC00086,TMEM33
hsa-miR-421,LINC00086,ISCA2
hsa-miR-421,LINC00086,NDUFC1
hsa-miR-421,LINC00086,TBC1D9
hsa-miR-421,LINC00086,GNG12
hsa-miR-421,LINC00086,WHSC1
hsa-miR-421,LINC00086,KCMF1
hsa-miR-421,LINC00086,PDE3A
hsa-miR-421,LINC00086,ZMAT3
hsa-miR-421,LINC00086,HSPA8
hsa-miR-421,LINC00086,KIAA0753
hsa-miR-421,LINC00086,DMXL1
hsa-miR-421,LINC00086,SS18
hsa-miR-421,LINC00086,KIF1C
hsa-miR-421,LINC00086,FAM222B
hsa-miR-421,LINC00086,NPC1
hsa-miR-421,LINC00086,KPNA4
hsa-miR-421,LINC00086,PPFIBP1
hsa-miR-421,LINC00086,PMAIP1
hsa-miR-421,LINC00086,SAMD1
hsa-miR-421,LINC00086,PEAK1
hsa-miR-421,LINC00086,PTGES3
hsa-miR-421,LINC00086,LRRC4
hsa-miR-421,LINC00086,DUSP16
hsa-miR-421,LINC00086,MAGED1
hsa-miR-421,LINC00086,MYBPC1
hsa-miR-421,LINC00086,TOMM20
hsa-miR-421,LINC00086,RNF213
hsa-miR-421,LINC00086,MCMBP
hsa-miR-421,LINC00086,MED13
hsa-miR-421,LINC00086,ABL2
hsa-miR-421,LINC00086,VSIG10
hsa-miR-421,LINC00086,TNRC6C
hsa-miR-421,LINC00086,MEIS2
hsa-miR-421,LINC00086,UBAP2L
hsa-miR-421,LINC00086,ILF2
hsa-miR-421,LINC00086,RREB1
hsa-miR-421,LINC00086,FRK
hsa-miR-421,LINC00086,NEDD9
hsa-miR-421,LINC00086,ARHGAP22
hsa-miR-421,LINC00086,FAM89A
hsa-miR-421,LINC00086,SMAD2
hsa-miR-421,LINC00086,STK38
hsa-miR-421,LINC00086,UBE2O
hsa-miR-421,LINC00086,AMMECR1L
hsa-miR-421,LINC00086,NCS1
hsa-miR-421,LINC00086,ZNF451
hsa-miR-421,LINC00086,FAM134A
hsa-miR-421,LINC00086,RGS2
hsa-miR-421,LINC00086,CCNC
hsa-miR-421,LINC00086,NFYA
hsa-miR-421,LINC00086,BVES
hsa-miR-421,LINC00086,LPP
hsa-miR-421,LINC00086,TCF7L2
hsa-miR-421,LINC00086,GDE1
hsa-miR-421,LINC00086,HECA
hsa-miR-421,LINC00086,INTU
hsa-miR-421,LINC00086,QKI
hsa-miR-421,LINC00086,CCND3
hsa-miR-421,LINC00086,PACRGL
hsa-miR-421,LINC00086,SUZ12
hsa-miR-421,LINC00086,G3BP1
hsa-miR-421,LINC00086,PANK3
hsa-miR-421,LINC00086,FAM46A
hsa-miR-421,LINC00086,PCGF5
hsa-miR-421,LINC00086,CSE1L
hsa-miR-421,LINC00086,CSDE1
hsa-miR-421,LINC00086,GIGYF1
hsa-miR-421,LINC00086,PDGFRA
hsa-miR-421,LINC00086,ZNF609
hsa-miR-421,LINC00086,PFKFB2
hsa-miR-421,LINC00086,GNPDA1
hsa-miR-421,LINC00086,TACC1
hsa-miR-421,LINC00086,PICALM
hsa-miR-421,LINC00086,PIGA
hsa-miR-421,LINC00086,LIFR
hsa-miR-421,LINC00086,MEX3D
hsa-miR-421,LINC00086,PLCXD3
hsa-miR-421,LINC00086,ZNF462
hsa-miR-421,LINC00086,COPG1
hsa-miR-421,LINC00086,ADO
hsa-miR-421,LINC00086,PP13439
hsa-miR-421,LINC00086,SEC16A
hsa-miR-421,LINC00086,PPT1
hsa-miR-421,LINC00086,SRPR
hsa-miR-421,LINC00086,GJC1
hsa-miR-421,LINC00086,CANX
hsa-miR-421,LINC00086,CD226
hsa-miR-421,LINC00086,HAUS2
hsa-miR-421,LINC00086,MAPKAPK3
hsa-miR-421,LINC00086,ACVR2B
hsa-miR-421,LINC00086,RAD54B
hsa-miR-421,LINC00086,SESN3
hsa-miR-421,LINC00086,TLL1
hsa-miR-421,LINC00086,ROBO2
hsa-miR-421,LINC00086,RIC3
hsa-miR-421,LINC00086,NR2F2
hsa-miR-421,LINC00086,ZNF850
hsa-miR-421,LINC00086,RORB
hsa-miR-421,LINC00086,INCENP
hsa-miR-421,LINC00086,RPA4
hsa-miR-421,LINC00086,GLB1
hsa-miR-421,LINC00086,RPRD2
hsa-miR-421,LINC00086,CCNT1
hsa-miR-421,LINC00086,STRN
hsa-miR-421,LINC00086,SAMD12
hsa-miR-421,LINC00086,SAP30L
hsa-miR-421,LINC00086,RPL22
hsa-miR-421,LINC00086,SCOC
hsa-miR-421,LINC00086,CAPZA1
hsa-miR-421,LINC00086,ARID4B
hsa-miR-421,LINC00086,SFMBT1
hsa-miR-421,LINC00086,POLG
hsa-miR-421,LINC00086,MEF2D
hsa-miR-421,LINC00086,SIRPA
hsa-miR-421,LINC00086,TROVE2
hsa-miR-421,LINC00086,PTPN14
hsa-miR-421,LINC00086,FOCAD
hsa-miR-421,LINC00086,SLC8A2
hsa-miR-421,LINC00086,PTAR1
hsa-miR-421,LINC00086,MTF1
hsa-miR-421,LINC00086,SND1
hsa-miR-421,LINC00086,ZNF292
hsa-miR-421,LINC00086,UNKL
hsa-miR-421,LINC00086,WNK1
hsa-miR-421,LINC00086,ZNF766
hsa-miR-421,LINC00086,SPATS2L
hsa-miR-421,LINC00086,MESDC2
hsa-miR-421,LINC00086,SPIRE1
hsa-miR-421,LINC00086,RPL18
hsa-miR-421,LINC00086,SPRY1
hsa-miR-421,LINC00086,ASAP1
hsa-miR-421,LINC00086,SREK1
hsa-miR-421,LINC00086,ZDHHC7
hsa-miR-421,LINC00086,SSR3
hsa-miR-421,LINC00086,STAM2
hsa-miR-421,LINC00086,STRN3
hsa-miR-421,LINC00086,SUB1
hsa-miR-421,LINC00086,MSI2
hsa-miR-421,LINC00086,SYT1
hsa-miR-421,LINC00086,PRRC1
hsa-miR-421,LINC00086,DDX3Y
hsa-miR-421,LINC00086,TBC1D13
hsa-miR-421,LINC00086,NEIL2
hsa-miR-421,LINC00086,TEX261
hsa-miR-421,LINC00086,ENAH
hsa-miR-421,LINC00086,THRB
hsa-miR-421,LINC00086,EIF2S1
hsa-miR-421,LINC00086,TLR4
hsa-miR-421,LINC00086,TMEM106B
hsa-miR-421,LINC00086,TMEM159
hsa-miR-421,LINC00086,TMEM65
hsa-miR-421,LINC00086,TNKS2
hsa-miR-421,LINC00086,C6orf141
hsa-miR-421,LINC00086,CACNA1C
hsa-miR-421,LINC00086,CSNK2A2
hsa-miR-421,LINC00086,AGPAT5
hsa-miR-421,LINC00086,TRAM2
hsa-miR-421,LINC00086,C2CD5
hsa-miR-421,LINC00086,TSC22D2
hsa-miR-421,LINC00086,TFRC
hsa-miR-421,LINC00086,TTBK2
hsa-miR-421,LINC00086,TMPO
hsa-miR-421,LINC00086,MIER3
hsa-miR-421,LINC00086,UBE2B
hsa-miR-421,LINC00086,UBN2
hsa-miR-421,LINC00086,USP47
hsa-miR-421,LINC00086,USP49
hsa-miR-421,LINC00086,POU3F3
hsa-miR-421,LINC00086,MFAP3L
hsa-miR-421,LINC00086,HNRNPA2B1
hsa-miR-421,LINC00086,PHF6
hsa-miR-421,LINC00086,CNIH4
hsa-miR-421,LINC00086,NPTN
hsa-miR-421,LINC00086,XRN1
hsa-miR-421,LINC00086,SLC25A3
hsa-miR-421,LINC00086,ZBTB10
hsa-miR-421,LINC00086,BLOC1S6
hsa-miR-421,LINC00086,SMG1
hsa-miR-421,LINC00086,MIDN
hsa-miR-421,LINC00086,ZNF106
hsa-miR-421,LINC00086,ZNF398
hsa-miR-421,LINC00086,MAP2K7
hsa-miR-421,LINC00086,ZNF470
hsa-miR-421,LINC00086,TRIM71
hsa-miR-421,LINC00086,STAU1
hsa-miR-421,LINC00086,PMEPA1
hsa-miR-421,LINC00086,MTRR
hsa-miR-421,LINC00086,NRAS
hsa-miR-421,LINC00086,ETHE1
hsa-miR-421,LINC00086,LEPROT
hsa-miR-421,LINC00086,IFT20
hsa-miR-421,LINC00086,DEK
hsa-miR-421,LINC00086,NUDT19
hsa-miR-421,LINC00086,ALG3
hsa-miR-421,LINC00086,RAB21
hsa-miR-421,LINC00086,POLR1B
hsa-miR-421,LINC00086,HLCS
hsa-miR-421,LINC00086,BTG2
hsa-miR-421,LINC00086,WDFY2
hsa-miR-421,LINC00086,ZNF736
hsa-miR-421,LINC00086,GEMIN5
hsa-miR-421,LINC00086,IRAK1BP1
hsa-miR-421,LINC00086,TMEM189
hsa-miR-421,LINC00086,C10orf85
hsa-miR-421,LINC00086,CSTB
hsa-miR-421,LINC00086,TAOK1
hsa-miR-421,LINC00086,PRELID1
hsa-miR-421,LINC00086,ATXN7L3B
hsa-miR-421,LINC00086,SLC4A7
hsa-miR-421,LINC00086,HNRNPF
hsa-miR-421,LINC00086,ZNF780B
hsa-miR-421,LINC00086,FAR1
hsa-miR-421,LINC00086,RBM15B
hsa-miR-421,LINC00086,GAN
hsa-miR-421,LINC00086,FCHSD2
hsa-miR-421,LINC00086,RGR
hsa-miR-421,LINC00086,MKLN1
hsa-miR-421,LINC00086,RIPK1
hsa-miR-421,LINC00086,FMO2
hsa-miR-421,LINC00086,USP1
hsa-miR-421,LINC00086,SIK2
hsa-miR-421,LINC00086,FRRS1L
hsa-miR-421,LINC00086,FUBP1
hsa-miR-421,LINC00086,ERLIN1
hsa-miR-421,LINC00086,EIF3A
hsa-miR-421,LINC00086,SCARB2
hsa-miR-421,LINC00086,PLEKHA1
hsa-miR-421,LINC00086,GEMIN6
hsa-miR-421,LINC00086,DDX52
hsa-miR-421,LINC00086,PXN
hsa-miR-421,LINC00086,ABCA9
hsa-miR-421,LINC00086,PYGO2
hsa-miR-421,LINC00086,AC019171.1
hsa-miR-421,LINC00086,ACSL3
hsa-miR-421,LINC00086,ADAM12
hsa-miR-421,LINC00086,LRRC8C
hsa-miR-421,LINC00086,LRRC58
hsa-miR-421,LINC00086,AK4
hsa-miR-421,LINC00086,AKAP1
hsa-miR-421,LINC00086,MAZ
hsa-miR-421,LINC00086,IGSF3
hsa-miR-421,LINC00086,IL6ST
hsa-miR-421,LINC00086,EIF5A2
hsa-miR-421,LINC00086,APBB2
hsa-miR-421,LINC00086,VIMP
hsa-miR-421,LINC00086,APPL1
hsa-miR-421,LINC00086,AQP6
hsa-miR-421,LINC00086,ARGLU1
hsa-miR-421,LINC00086,ARHGAP26
hsa-miR-421,LINC00086,SNIP1
hsa-miR-421,LINC00086,KDM2A
hsa-miR-421,LINC00086,UTP3
hsa-miR-421,LINC00086,SPTY2D1
hsa-miR-421,LINC00086,DNAJB14
hsa-miR-421,LINC00086,NASP
hsa-miR-421,LINC00086,RTCB
hsa-miR-421,LINC00086,ATXN1
hsa-miR-421,LINC00086,ATXN3
hsa-miR-421,LINC00086,AURKA
hsa-miR-421,LINC00086,BACH2
hsa-miR-421,LINC00086,LARP4B
hsa-miR-421,LINC00086,LDLRAD4
hsa-miR-421,LINC00086,BEND3
hsa-miR-421,LINC00086,IMPA1
hsa-miR-421,LINC00086,TBC1D30
hsa-miR-421,LINC00086,BMF
hsa-miR-421,LINC00086,C7orf60
hsa-miR-421,LINC00086,CDKN1B
hsa-miR-421,LINC00086,OXR1
hsa-miR-421,LINC00086,C17orf85
hsa-miR-421,LINC00086,C1orf52
hsa-miR-421,LINC00086,C3orf14
hsa-miR-421,LINC00086,C3orf38
hsa-miR-421,LINC00086,RFC5
hsa-miR-421,LINC00086,PIP5K1A
hsa-miR-421,LINC00086,REEP3
hsa-miR-421,LINC00086,MSL2
hsa-miR-421,LINC00086,CASD1
hsa-miR-421,LINC00086,MFSD6
hsa-miR-421,LINC00086,MITF
hsa-miR-421,LINC00086,CDC73
hsa-miR-421,LINC00086,CEP85L
hsa-miR-421,LINC00086,HOOK1
hsa-miR-421,LINC00086,ZCCHC11
hsa-miR-421,LINC00086,DSC2
hsa-miR-421,LINC00086,SGPL1
hsa-miR-421,LINC00086,CHST7
hsa-miR-421,LINC00086,NFAT5
hsa-miR-421,LINC00086,CLCN3
hsa-miR-421,LINC00086,RNF169
hsa-miR-421,LINC00086,HSDL1
hsa-miR-421,LINC00086,CMTM4
hsa-miR-421,LINC00086,E2F3
hsa-miR-421,LINC00086,CNOT4
hsa-miR-421,LINC00086,YWHAB
hsa-miR-421,LINC00086,COA4
hsa-miR-421,LINC00086,COQ7
hsa-miR-421,LINC00086,PLK2
hsa-miR-421,LINC00086,CCT7
hsa-miR-421,LINC00086,RASA1
hsa-miR-421,LINC00086,PAM
hsa-miR-421,LINC00086,RPL13
hsa-miR-421,LINC00086,CTH
hsa-miR-421,LINC00086,CSNK1A1
hsa-miR-421,LINC00086,CUL4B
hsa-miR-421,LINC00086,CXorf23
hsa-miR-421,LINC00086,SGTA
hsa-miR-421,LINC00086,C2CD3
hsa-miR-421,LINC00086,IREB2
hsa-miR-421,LINC00086,DDA1
hsa-miR-421,LINC00086,SRSF1
hsa-miR-421,LINC00086,DGCR14
hsa-miR-421,LINC00086,DDI2
hsa-miR-421,LINC00086,DHDDS
hsa-miR-421,LINC00086,TRA2B
hsa-miR-421,LINC00086,EDEM3
hsa-miR-421,LINC00086,ADAM9
hsa-miR-421,LINC00086,SIPA1L3
hsa-miR-421,LINC00086,CDK6
hsa-miR-421,LINC00086,TMEM185B
hsa-miR-421,LINC00086,ZSCAN9
hsa-miR-421,LINC00086,ELMOD1
hsa-miR-421,LINC00086,POLR3H
hsa-miR-421,LINC00086,ENPP6
hsa-miR-421,LINC00086,ACBD3
hsa-miR-421,LINC00086,EPB41L4B
hsa-miR-421,LINC00086,UBE2V2
hsa-miR-421,LINC00086,PRKAA2
hsa-miR-421,LINC00086,MMGT1
hsa-miR-421,LINC00086,TAS2R50
hsa-miR-421,LINC00086,PRKDC
hsa-miR-421,LINC00086,FAM49B
hsa-miR-421,LINC00086,RAB6B
hsa-miR-421,LINC00086,TOR1AIP2
hsa-miR-421,LINC00086,TM4SF1
hsa-miR-421,LINC00086,NDUFA6
hsa-miR-421,LINC00086,FGF13
hsa-miR-421,LINC00086,YKT6
hsa-miR-421,LINC00086,DNAJC13
hsa-miR-421,LINC00086,FGF14
hsa-miR-421,LINC00086,NPDC1
hsa-miR-421,LINC00086,ZFP36L1
hsa-miR-421,LINC00086,RP11-766F14.2
hsa-miR-421,LINC00086,ODC1
hsa-miR-421,LINC00086,POMK
hsa-miR-421,LINC00086,FLVCR1
hsa-miR-421,LINC00086,RASA3
hsa-miR-421,LINC00086,GAS7
hsa-miR-421,LINC00086,KIF5B
hsa-miR-421,LINC00086,PPP1CC
hsa-miR-421,LINC00086,SBNO1
hsa-miR-421,LINC00086,S1PR1
hsa-miR-421,LINC00086,PEX5
hsa-miR-421,LINC00086,GRM8
hsa-miR-421,LINC00086,WWC2
hsa-miR-421,LINC00086,PABPC3
hsa-miR-421,LINC00086,SH3BP4
hsa-miR-421,LINC00086,HMG20A
hsa-miR-421,LINC00086,SLC25A12
hsa-miR-421,LINC00086,ZNF217
hsa-miR-421,LINC00086,HSBP1
hsa-miR-421,LINC00086,SNAP25
hsa-miR-421,LINC00086,SNAP91
hsa-miR-421,LINC00086,IRS1
hsa-miR-421,LINC00086,SNRNP70
hsa-miR-421,LINC00086,ITGB5
hsa-miR-421,LINC00086,MESDC1
hsa-miR-421,LINC00086,KAT6A
hsa-miR-421,LINC00086,KAT7
hsa-miR-421,LINC00086,HNRNPU
hsa-miR-421,LINC00086,KCNJ10
hsa-miR-421,LINC00086,NACA
hsa-miR-421,LINC00086,KIAA0226L
hsa-miR-421,LINC00086,FAM208A
hsa-miR-421,LINC00086,KIAA0895L
hsa-miR-421,LINC00086,KIAA2026
hsa-miR-421,LINC00086,ARX
hsa-miR-421,LINC00086,KIF3C
hsa-miR-421,LINC00086,KNTC1
hsa-miR-421,LINC00086,TBL1XR1
hsa-miR-421,LINC00086,CBX4
hsa-miR-421,LINC00086,KRAS
hsa-miR-421,LINC00086,BCLAF1
hsa-miR-421,LINC00086,LEF1
hsa-miR-421,LINC00086,NABP1
hsa-miR-421,LINC00086,BEND4
hsa-miR-421,LINC00086,ZNF614
hsa-miR-421,LINC00086,IGF2R
hsa-miR-421,LINC00086,BTG1
hsa-miR-421,LINC00086,MAP3K2
hsa-miR-421,LINC00086,MAP7
hsa-miR-421,LINC00086,PDE4B
hsa-miR-421,LINC00086,PDK3
hsa-miR-421,LINC00086,MED4
hsa-miR-421,LINC00086,ZNF792
hsa-miR-421,LINC00086,MEF2C
hsa-miR-421,LINC00086,MEIS1
hsa-miR-421,LINC00086,TOPBP1
hsa-miR-421,LINC00086,KIAA1551
hsa-miR-421,LINC00086,TRAF6
hsa-miR-421,LINC00086,GALNT2
hsa-miR-421,LINC00086,MPRIP
hsa-miR-421,LINC00086,HSPH1
hsa-miR-421,LINC00086,MXI1
hsa-miR-421,LINC00086,MYO1F
hsa-miR-421,LINC00086,NAA60
hsa-miR-421,LINC00086,NCAM1
hsa-miR-421,LINC00086,LYSMD3
hsa-miR-421,LINC00086,NCBP2
hsa-miR-421,LINC00086,HSPD1
hsa-miR-421,LINC00086,PNMA1
hsa-miR-421,LINC00086,BAG2
hsa-miR-421,LINC00086,NMB
hsa-miR-421,LINC00086,CHML
hsa-miR-421,LINC00086,ANO6
hsa-miR-421,LINC00086,ULK1
hsa-miR-421,LINC00086,NR3C2
hsa-miR-421,LINC00086,SOBP
hsa-miR-421,LINC00086,CORO1C
hsa-miR-421,LINC00086,STRIP2
hsa-miR-421,LINC00086,ZC3H7A
hsa-miR-421,LINC00086,CPNE4
hsa-miR-421,LINC00086,OPA1
hsa-miR-421,LINC00086,PAIP2B
hsa-miR-421,LINC00086,PANK2
hsa-miR-421,LINC00086,CUL3
hsa-miR-421,LINC00086,PNRC1
hsa-miR-421,LINC00086,ZC3H18
hsa-miR-421,LINC00086,PCTP
hsa-miR-421,LINC00086,SERTAD2
hsa-miR-421,LINC00086,SEPHS2
hsa-miR-421,LINC00086,C16orf87
hsa-miR-421,LINC00086,ANKRD50
hsa-miR-421,LINC00086,ASH1L
hsa-miR-421,LINC00086,ABI2
hsa-miR-421,LINC00086,PGM3
hsa-miR-421,LINC00086,PDZD11
hsa-miR-421,LINC00086,SV2A
hsa-miR-421,LINC00086,RAP2B
hsa-miR-421,LINC00086,PLCL1
hsa-miR-421,LINC00086,FAM84B
hsa-miR-421,LINC00086,YIPF6
hsa-miR-421,LINC00086,PLXNC1
hsa-miR-421,LINC00086,ZBED5
hsa-miR-421,LINC00086,GDF7
hsa-miR-421,LINC00086,AURKAIP1
hsa-miR-421,LINC00086,PPP2R2C
hsa-miR-421,LINC00086,PRCP
hsa-miR-421,LINC00086,C15orf61
hsa-miR-421,LINC00086,FAM163B
hsa-miR-421,LINC00086,ESCO1
hsa-miR-421,LINC00086,GPS1
hsa-miR-421,LINC00086,SLC43A1
hsa-miR-421,LINC00086,FDXR
hsa-miR-421,LINC00086,KIAA1147
hsa-miR-421,LINC00086,UBE2G2
hsa-miR-421,LINC00086,FBXL4
hsa-miR-421,LINC00086,RERE
hsa-miR-421,LINC00086,SLC25A24
hsa-miR-421,LINC00086,NRG2
hsa-miR-421,LINC00086,CD164
hsa-miR-421,LINC00086,ARHGEF12
hsa-miR-421,LINC00086,DCP1A
hsa-miR-421,LINC00086,ONECUT2
hsa-miR-421,LINC00086,FRS3
hsa-miR-421,LINC00086,TAX1BP1
hsa-miR-421,LINC00086,TMED10
hsa-miR-421,LINC00086,G6PC3
hsa-miR-421,LINC00086,RRP15
hsa-miR-421,LINC00086,THAP2
hsa-miR-421,LINC00086,GCNT2
hsa-miR-421,LINC00086,CLEC11A
hsa-miR-421,LINC00086,DCUN1D1
hsa-miR-421,LINC00086,EDF1
hsa-miR-421,LINC00086,GPBP1
hsa-miR-421,LINC00086,SERTAD4
hsa-miR-421,LINC00086,PPARA
hsa-miR-421,LINC00086,SGIP1
hsa-miR-421,LINC00086,RSBN1L
hsa-miR-421,LINC00086,AGFG1
hsa-miR-421,LINC00086,SLC4A4
hsa-miR-421,LINC00086,HNRNPUL2
hsa-miR-421,LINC00086,ANKRD13C
hsa-miR-421,LINC00086,NARF
hsa-miR-421,LINC00086,CKAP5
hsa-miR-421,LINC00086,AP5M1
